Domain,mean,std,rank,percentile_rank
Gp58,113.441,0.0,5374.0,83.72020563950771
Urocanase,113.383,,5372.0,83.6890481383393
Urocanase_N,113.383,,5372.0,83.6890481383393
Urocanase_C,113.383,,5372.0,83.6890481383393
USP7_ICP0_bdg,113.35400000000001,0.0,5369.5,83.6501012618788
USP7_C2,113.35400000000001,0.0,5369.5,83.6501012618788
DUF1682,113.34880000000001,25.3553723439432,5368.0,83.62673313600249
IL8,113.29820000000001,305.0438844395028,5367.0,83.61115438541829
Rer1,113.15683333333332,44.40230881572113,5366.0,83.59557563483409
DUF1394,113.09668965517241,68.73788848855143,5365.0,83.57999688424988
TK,113.024,0.0,5364.0,83.56441813366567
E3_binding,112.97922222222223,22.00882084402625,5363.0,83.54883938308147
Calsarcin,112.92992857142856,110.69062737924058,5362.0,83.53326063249726
Vac14_Fab1_bd,112.83188679245269,86.49585409598909,5361.0,83.51768188191306
Prefoldin,112.68551851851845,57.246501744896946,5360.0,83.50210313132887
TgpA_N,112.647,0.0,5359.0,83.48652438074467
DRIM,112.6392,48.779375715562416,5358.0,83.47094563016046
MAPKK1_Int,112.52,,5357.0,83.45536687957626
PTB,112.36586666666669,101.9372131598662,5356.0,83.43978812899205
Oxidored_q6,112.195,0.0,5355.0,83.42420937840784
WSK,112.18225,66.9155,5354.0,83.40863062782364
Sorting_nexin,112.13663636363638,20.647660396629576,5353.0,83.39305187723944
Cornichon,112.10588235294118,207.71109853709143,5352.0,83.37747312665523
FTCD_N,112.04654545454547,190.1412049211657,5351.0,83.36189437607104
Man-6-P_recep,112.02545454545454,34.277399727411165,5350.0,83.34631562548684
DUF4538,112.007,,5349.0,83.33073687490263
RNA_pol_Rpb5_N,111.87599999999999,0.0,5347.5,83.30736874902632
RNA_pol_Rpb5_C,111.87599999999999,0.0,5347.5,83.30736874902632
Amidase,111.85924999999997,147.05266466141552,5346.0,83.28400062315002
DUF4089,111.811,0.0,5344.5,83.26063249727372
ADSL_C,111.811,0.0,5344.5,83.26063249727372
PCI,111.78525000000005,39.7379291394398,5343.0,83.23726437139742
ATP-synt_D,111.65700000000001,0.0,5342.0,83.2216856208132
NTPase_I-T,111.517,,5341.0,83.20610687022901
UPF0669,111.449,,5340.0,83.1905281196448
Acyl-CoA_dh_M,111.36712280701747,101.12911744735578,5339.0,83.1749493690606
RNA_pol_Rpb8,111.254,0.0,5338.0,83.15937061847639
Alpha_adaptin_C,111.23979999999999,1.0093990291257495,5337.0,83.14379186789219
IBN_N,111.16675789473685,86.06460509948398,5336.0,83.128213117308
LYRIC,110.97166666666668,3.9346420845272974,5335.0,83.11263436672378
Fer4,110.88076923076925,67.78057941700273,5334.0,83.09705561613958
SUI1,110.85999999999999,65.43268885110648,5333.0,83.08147686555539
Sorb,110.85149999999993,34.109160746256336,5332.0,83.06589811497118
BRI3BP,110.803,39.244426355853385,5331.0,83.05031936438697
SNAP,110.79238888888891,97.10910055077765,5330.0,83.03474061380277
NADHdh,110.347,,5329.0,83.01916186321856
MPC,110.22319999999999,23.64134874959549,5328.0,83.00358311263436
TMEM210,110.021,94.30497031970266,5327.0,82.98800436205016
Yos1,109.955,,5326.0,82.97242561146597
ICAT,109.75333333333333,23.768355881998513,5325.0,82.95684686088175
Rep-A_N,109.714,0.0,5324.0,82.94126811029756
RmlD_sub_bind,109.688,0.0,5323.0,82.92568935971335
DPM3,109.669,,5322.0,82.91011060912913
Itfg2,109.424,0.0,5321.0,82.89453185854494
BUD22,109.27944444444444,92.91513450739755,5320.0,82.87895310796074
TRAP_beta,108.89999999999999,0.0,5319.0,82.86337435737653
DEAD,108.68100709219856,161.73782145726992,5318.0,82.84779560679233
W2,108.47190163934425,38.70554400543714,5317.0,82.83221685620813
DUF4714,108.342,,5316.0,82.81663810562392
ARD,108.327,,5315.0,82.80105935503971
BSP_II,108.29445454545453,83.86467925815211,5314.0,82.78548060445551
EVE,108.133,,5313.0,82.76990185387132
SAP18,108.119,0.0,5312.0,82.7543231032871
PARP_reg,108.01112499999998,164.8012523560577,5311.0,82.73874435270291
SAB,107.99794444444449,35.5313053147257,5309.5,82.7153762268266
4_1_CTD,107.99794444444449,35.531305314725685,5309.5,82.7153762268266
Cation_ATPase_N,107.98389285714282,125.46223541328044,5308.0,82.6920081009503
API5,107.895,0.0,5307.0,82.67642935036609
MM_CoA_mutase,107.859,,5306.0,82.66085059978188
Mago_nashi,107.5974,5.9181083379742185,5305.0,82.64527184919768
Peptidase_M1,107.56138297872339,92.18655696409112,5303.5,82.6219037233214
Peptidase_M1_N,107.56138297872339,92.18655696409112,5303.5,82.6219037233214
MTP_lip_bd,107.498,0.0,5302.0,82.59853559744508
MRP-S27,107.38316666666663,123.61274199239651,5301.0,82.58295684686088
CSN4_RPN5_eIF3a,107.249,0.0,5300.0,82.56737809627668
TSR,107.053,0.0,5299.0,82.55179934569247
ESCRT-II,107.021,0.0,5298.0,82.53622059510826
DLH,106.91149999999999,128.02300000000002,5297.0,82.52064184452406
Tmemb,106.80046153846155,225.6276814939569,5296.0,82.50506309393985
NDUF_B12,106.707,0.0,5295.0,82.48948434335566
Peptidase_S24,106.55999999999999,39.15270289520251,5294.0,82.47390559277146
DUF2462,106.54,0.0,5293.0,82.45832684218726
LAMTOR5,106.505,0.0,5292.0,82.44274809160305
HHH,106.44271111111107,271.0457852734477,5291.0,82.42716934101885
DUF959,106.317,0.0,5290.0,82.41159059043464
Aminotran,106.05067272727278,119.60483394434306,5289.0,82.39601183985043
Coatomer_WDAD,105.99524242424242,197.76501563149372,5288.0,82.38043308926623
LRRNT,105.90564743589731,307.46368185134423,5287.0,82.36485433868204
CSN5_C,105.73499999999999,0.0,5286.0,82.34927558809783
DUF775,105.67,0.0,5285.0,82.33369683751363
CHCH,105.37127777777779,84.47362280534367,5284.0,82.31811808692943
SF3a60_Prp9_C,104.594,,5282.0,82.28696058576102
SF3A3,104.594,,5282.0,82.28696058576102
SF3a60_bindingd,104.594,,5282.0,82.28696058576102
Flavodoxin,104.52072413793103,124.2515452835487,5280.0,82.25580308459261
zf-Sec23_Sec24,104.35555000000002,35.13206895262654,5277.5,82.2168562081321
Sec23_BS,104.35555000000002,35.13206895262654,5277.5,82.2168562081321
Sec23_helical,104.35555000000002,35.13206895262654,5277.5,82.2168562081321
Sec23_trunk,104.35555000000002,35.13206895262654,5277.5,82.2168562081321
SAP,104.33499999999994,140.68519306428408,5275.0,82.1779093316716
Dynactin,104.19779999999999,3.8621929085893534,5274.0,82.16233058108739
Granin,104.08927272727274,54.99447722288286,5273.0,82.14675183050318
P5CR_dimer,104.04670000000002,42.93891766721163,5272.0,82.13117307991898
LEM,104.02861904761903,77.77058173530413,5271.0,82.11559432933478
DcpS,104.002,,5270.0,82.10001557875059
FAA_hydrolase,103.846,26.240420183918005,5269.0,82.08443682816637
PT,103.811,0.0,5268.0,82.06885807758218
Ser_hydrolase,103.727,,5267.0,82.05327932699798
Adeno_E1A,103.527,0.0,5266.0,82.03770057641377
Cid2,103.526,0.0,5265.0,82.02212182582956
Latexin,103.474,70.0614551661611,5264.0,82.00654307524536
DUF4731,103.411,0.0,5263.0,81.99096432466115
CARM1,103.328,0.0,5262.0,81.97538557407695
SFXNs,103.30852173913041,93.09516438368057,5261.0,81.95980682349276
VWA,103.20485588235304,160.17299891340699,5260.0,81.94422807290856
Aldolase_II,103.03917647058823,48.29945751666794,5259.0,81.92864932232435
ATAD4,102.91566666666665,78.59065069289942,5258.0,81.91307057174015
GCV_H,102.70485714285716,57.89380797756231,5257.0,81.89749182115594
DNA_pol_phi,102.694,0.0,5256.0,81.88191307057173
Dynactin_p22,102.57099999999998,0.0,5255.0,81.86633431998753
HMG_box,102.56456218905467,308.65399851211606,5254.0,81.85075556940333
RED_N,102.45799999999998,0.0,5252.5,81.82738744352702
RED_C,102.45799999999998,0.0,5252.5,81.82738744352702
ADK,102.16326829268296,178.6398065803118,5251.0,81.80401931765073
Glyco_hydro_63N,101.939,0.0,5250.0,81.78844056706652
CorA,101.415,0.0,5249.0,81.7728618164823
DUF815,101.31500000000001,111.87233237043019,5248.0,81.75728306589811
zf-LITAF-like,101.22511111111109,42.67778992829172,5247.0,81.74170431531391
PfkB,101.19400000000002,97.58197960279348,5246.0,81.7261255647297
PRIMA1,101.05225000000002,104.3563851448487,5245.0,81.7105468141455
FAO_M,100.88882352941178,65.6802051974521,5244.0,81.6949680635613
Proteasom_PSMB,100.857,0.0,5243.0,81.6793893129771
SRP19,100.746,0.0,5242.0,81.6638105623929
Cation_ATPase_C,100.7439016393442,122.51597381630214,5241.0,81.64823181180869
polyprenyl_synt,100.6715,83.64125871786658,5240.0,81.63265306122447
RanGAP1_C,100.583,0.0,5239.0,81.61707431064028
Methyltransf_1N,100.571,0.0,5237.5,81.59370618476399
DNA_binding,100.571,0.0,5237.5,81.59370618476399
Kunitz_BPTI,100.50872727272717,242.41486610775968,5236.0,81.57033805888767
Heme_oxygenase,100.12133333333334,5.526974488813938,5235.0,81.55475930830347
T4SS,100.117,,5234.0,81.53918055771928
GILT,100.023,0.0,5233.0,81.52360180713507
Laps,99.577,,5232.0,81.50802305655085
WKF,99.495,0.0,5231.0,81.49244430596666
Sdh_cyt,99.349,0.0,5230.0,81.47686555538245
IATP,99.029,84.58123708601099,5229.0,81.46128680479825
zf-Tim10_DDP,98.89344444444444,45.462326169893444,5228.0,81.44570805421405
HEAT_EZ,98.87932692307695,87.04694167359949,5227.0,81.43012930362984
SDF,98.81124999999997,117.55541401223067,5226.0,81.41455055304564
Tetraspanin,98.70596694214878,166.70430458064234,5225.0,81.39897180246145
Anticodon,98.66905714285711,60.320294027185,5224.0,81.38339305187723
PPI_Ypi1,98.578,0.0,5223.0,81.36781430129302
WD40_alt,98.52799999999999,71.19749999999999,5222.0,81.35223555070883
TGS,98.4835172413793,98.5192705020628,5221.0,81.33665680012463
AMP_N,98.4312,46.77934046884373,5220.0,81.32107804954042
Endostatin,98.3926,10.850931586734838,5218.5,81.29770992366412
Collagen_trimer,98.3926,10.850931586734838,5218.5,81.29770992366412
tRNA-synt_2c,98.37087499999998,120.47517051650992,5217.0,81.27434179778781
PI31_Prot_N,98.31685714285716,58.07693691253747,5216.0,81.25876304720362
Peptidase_M18,98.125,0.0,5215.0,81.2431842966194
DUF2201,98.1,0.0,5214.0,81.2276055460352
RRS1,98.07,,5213.0,81.212026795451
Snf7,97.98699999999995,59.8833342131181,5212.0,81.1964480448668
FERM_C,97.77217757009349,197.84164553771768,5211.0,81.1808692942826
Cyt-b5,97.39944897959177,146.35209445532675,5210.0,81.16529054369839
Ccdc124,97.29,0.0,5209.0,81.1497117931142
ETC_C1_NDUFA4,97.289,0.0,5208.0,81.13413304252998
RNase_PH_C,96.97257894736839,70.48143860566394,5207.0,81.11855429194577
Epimerase,96.86056521739131,47.805606719320814,5206.0,81.10297554136157
Carb_kinase,96.706,,5205.0,81.08739679077738
Bap31_Bap29_C,96.64135483870966,108.52048180521757,5204.0,81.07181804019318
Dynamin_N,96.30591489361706,71.98959354440231,5203.0,81.05623928960897
RNase_PH,96.26629999999996,68.67427035391134,5202.0,81.04066053902477
UQ_con,96.08565254237284,115.96000978884348,5201.0,81.02508178844057
Vps26,96.00016666666669,62.538611565709274,5200.0,81.00950303785636
Biotin_lipoyl,95.88565957446806,66.01568232337468,5199.0,80.99392428727215
HupF_HypC,95.835,0.0,5198.0,80.97834553668795
EMC3_TMCO1,95.78318181818182,43.84219814475132,5197.0,80.96276678610374
NFACT-R,95.758875,55.41657732493694,5196.0,80.94718803551955
G-alpha,95.71290909090916,71.35026204408072,5195.0,80.93160928493535
COX1,95.697,,5194.0,80.91603053435114
PCC_BT,95.682,0.0,5193.0,80.90045178376694
Mucin2_WxxW,95.56654166666668,52.992283256091554,5192.0,80.88487303318274
Ribonuc_red_sm,95.47340000000001,12.803562504240759,5191.0,80.86929428259853
WIF,95.442,127.41395993963927,5190.0,80.85371553201432
GTP_EFTU_D4,95.237,0.0,5189.0,80.83813678143012
KRTDAP,95.0769090909091,49.52353985824225,5188.0,80.82255803084593
FACT-Spt16_Nlob,95.00600000000001,0.0,5186.5,80.79918990496961
SPT16,95.00600000000001,0.0,5186.5,80.79918990496961
Ocular_alb,94.678,0.0,5185.0,80.77582177909332
UPF1_Zn_bind,94.57,,5183.5,80.752453653217
UPF1_1B_dom,94.57,,5183.5,80.752453653217
ARGLU,94.321,0.0,5182.0,80.7290855273407
Peptidase_C69,94.03925,56.9303341725657,5181.0,80.7135067767565
Metallothio,93.96839999999999,42.97569246054283,5180.0,80.69792802617229
DUF1981,93.96700000000001,118.09671726476688,5179.0,80.6823492755881
Coiled-coil,93.763,0.0,5178.0,80.6667705250039
ECM1,93.721,,5177.0,80.65119177441969
MutS_I,93.7037,33.502397536262656,5176.0,80.63561302383549
G-gamma,93.65485714285717,94.45004908796805,5175.0,80.62003427325128
MRP-S23,93.64,0.0,5174.0,80.60445552266707
ERG4_ERG24,93.13517391304347,32.065872003299944,5173.0,80.58887677208287
DUF4611,93.073,0.0,5172.0,80.57329802149867
PMI_typeI,93.05899999999998,0.0,5171.0,80.55771927091446
Pentaxin,93.05635000000001,215.68224297386996,5170.0,80.54214052033026
Mit_proteolip,92.861,0.0,5169.0,80.52656176974607
PRMT5_TIM,92.73900000000002,0.0,5167.5,80.50319364386975
PRMT5,92.73900000000002,0.0,5167.5,80.50319364386975
POTRA,92.711,,5165.5,80.47203614270136
Omp85,92.711,,5165.5,80.47203614270136
DKCLD,92.709,0.0,5164.0,80.44866801682504
ApoO,92.68299999999999,2.521865975820289,5163.0,80.43308926624084
Pacifastin_I,92.543,55.18464813695925,5162.0,80.41751051565664
CBFB_NFYA,92.502,,5161.0,80.40193176507243
FERM_f0,92.25518181818181,224.61668040322303,5160.0,80.38635301448824
Thymidylate_kin,92.242,49.57599999999999,5159.0,80.37077426390404
Paxillin,92.23700000000001,24.769509665936244,5158.0,80.35519551331983
MIF4G,92.16509999999995,53.13392726134863,5157.0,80.33961676273562
Cybc1_Eros,92.149,0.0,5156.0,80.32403801215142
L51_S25_CI-B8,91.99912499999999,90.3912698873032,5155.0,80.30845926156722
SLD5_C,91.93599999999999,0.0,5154.0,80.29288051098301
Adenylsucc_synt,91.92825,81.2065,5153.0,80.27730176039881
DUF4074,91.928125,115.8613948196446,5152.0,80.26172300981462
LANC_like,91.81733333333331,52.78620138508422,5151.0,80.2461442592304
DDRGK,91.808,0.0,5150.0,80.23056550864621
SF3A2,91.803,0.0,5149.0,80.214986758062
RRM_occluded,91.777,,5148.0,80.1994080074778
CaMKII_AD,91.7376,21.775106182453914,5147.0,80.18382925689359
DUF4598,91.661,0.0,5146.0,80.16825050630939
DUF913,91.629,0.0,5144.5,80.14488238043307
DUF908,91.629,0.0,5144.5,80.14488238043307
UPF0640,91.526,0.0,5143.0,80.12151425455679
LUC7,91.42654545454546,30.60867630610839,5142.0,80.10593550397257
Urm1,91.426,,5141.0,80.09035675338836
DUF1388,91.37599999999999,0.0,5140.0,80.07477800280417
cwf18,91.29,0.0,5139.0,80.05919925221997
Xpo1,91.25025000000002,64.5008226953572,5138.0,80.04362050163576
Pterin_4a,91.153,86.70473137609041,5137.0,80.02804175105156
PAP2,90.87409090909091,223.11832858924936,5136.0,80.01246300046736
HIN,90.70289473684213,43.424944915073795,5135.0,79.99688424988317
ERG2_Sigma1R,90.688,0.0,5134.0,79.98130549929895
Nic96,90.687,0.0,5133.0,79.96572674871474
Phospho_p8,90.5885,126.23482389776602,5132.0,79.95014799813055
GFA,90.55,,5131.0,79.93456924754634
Trm112p,90.46000000000001,16.790000000000006,5130.0,79.91899049696214
COX14,90.442,,5129.0,79.90341174637794
DUF2046,90.373,,5128.0,79.88783299579373
EGF_CA,89.9692116504848,313.15123089848464,5127.0,79.87225424520953
PurA,89.91525000000001,115.95223668498164,5126.0,79.85667549462534
2_5_RNA_ligase2,89.889,,5125.0,79.84109674404112
CKS,89.62199999999999,51.668,5124.0,79.82551799345691
Adaptin_N,89.5831157894737,68.58290180253869,5123.0,79.80993924287272
NTPase,89.414,0.0,5122.0,79.79436049228852
zf-UBP_var,89.18500000000002,91.13007911770954,5121.0,79.77878174170431
Sec16_C,89.00670370370372,68.38458508421031,5120.0,79.76320299112011
Reticulon,88.52696551724136,79.0283335689001,5119.0,79.74762424053591
DUF3697,88.49320000000002,26.4362196019863,5118.0,79.7320454899517
CYSTM,88.399,,5117.0,79.71646673936749
PRMT5_C,88.29750000000001,14.04525622763786,5116.0,79.7008879887833
Pescadillo_N,88.257,0.0,5115.0,79.68530923819908
LEDGF,88.2308,65.85084835832498,5114.0,79.66973048761488
DFP,88.204,0.0,5113.0,79.65415173703069
P19Arf_N,88.089,0.0,5112.0,79.63857298644649
URO-D,88.048,,5111.0,79.62299423586228
GDC-P,87.928,,5109.5,79.59962610998598
Beta_elim_lyase,87.928,,5109.5,79.59962610998598
Sen15,87.848,0.0,5108.0,79.57625798410966
tRNA-synt_2d,87.71254545454546,67.90595281175817,5107.0,79.56067923352546
Lsm_interact,87.70754545454547,16.946982040255044,5106.0,79.54510048294127
RPN7,87.5714074074074,42.780544731004554,5105.0,79.52952173235705
Cathelicidins,87.57033333333334,73.97704469180513,5104.0,79.51394298177286
GCV_T,87.55090909090912,62.613381652737324,5102.5,79.49057485589655
GCV_T_C,87.55090909090912,62.613381652737324,5102.5,79.49057485589655
CLP_protease,87.54,0.0,5101.0,79.46720673002025
BCAS2,87.502,,5100.0,79.45162797943604
DUF4392,87.34099999999995,0.0,5098.5,79.42825985355974
DUF1445,87.34099999999995,0.0,5098.5,79.42825985355974
eIF-3c_N,87.1554,1.8728285559548685,5097.0,79.40489172768343
Synapsin_C,87.04999999999997,121.22769686008228,5095.0,79.37373422651503
Synapsin_N,87.04999999999997,121.22769686008228,5095.0,79.37373422651503
Synapsin,87.04999999999997,121.22769686008228,5095.0,79.37373422651503
SPRR2,86.75850000000001,32.735522691718245,5093.0,79.34257672534663
MAP17,86.73466666666667,49.62960648980942,5092.0,79.32699797476242
MIF4G_like,86.51099999999998,0.0,5091.0,79.31141922417821
COX6A,86.33500000000001,39.31937967465917,5090.0,79.29584047359401
Peptidase_M48_N,86.277,,5089.0,79.28026172300982
AMP-binding_C,86.1708172043011,68.92347452806315,5088.0,79.2646829724256
TPPII,86.126,0.0,5087.0,79.2491042218414
ERO1,86.07400000000001,76.51574583835671,5086.0,79.23352547125721
G2F,85.98025000000001,76.71761799993098,5085.0,79.217946720673
RLI,85.6338,23.44338388970329,5084.0,79.2023679700888
MWFE,85.549,,5083.0,79.18678921950459
WD40,85.5442346314771,157.3877868868415,5082.0,79.17121046892038
DUF1731,85.512,0.0,5081.0,79.15563171833618
Hat1_N,85.50600000000001,0.0,5080.0,79.14005296775198
PSP,85.41472727272729,44.14189947224952,5079.0,79.12447421716779
His_Phos,85.40685915492959,197.03965875045097,5078.0,79.10889546658358
UFD1,85.3,0.0,5077.0,79.09331671599938
MutS_II,85.25972727272728,42.3612677598084,5076.0,79.07773796541517
zf-rbx1,85.03066666666668,72.78366168539019,5075.0,79.06215921483096
Copine,84.59093750000002,87.64799133536188,5074.0,79.04658046424676
DUF4505,84.576,0.0,5073.0,79.03100171366256
HMGL-like,84.46499999999999,81.5665721761766,5072.0,79.01542296307835
AGTRAP,84.445,0.0,5071.0,78.99984421249415
SpaA,84.36573333333332,221.73030532462715,5070.0,78.98426546190996
UPF0113_N,84.275,0.0,5068.5,78.96089733603364
UPF0113,84.275,0.0,5068.5,78.96089733603364
GRIM-19,84.25280000000001,9.597194652605527,5067.0,78.93752921015734
PRP38_assoc,84.21022222222221,27.787724595483606,5066.0,78.92195045957314
I-set,84.1727991049241,64.27880462402014,5065.0,78.90637170898893
Peptidase_S10,84.161,20.177573289835095,5064.0,78.89079295840473
DUF2368,84.1,,5063.0,78.87521420782053
Clat_adaptor_s,84.08365384615387,71.2009646603677,5062.0,78.85963545723632
Gla,84.05557142857141,103.57205777923087,5061.0,78.84405670665213
CTP_transf,84.0466,42.152573881081096,5060.0,78.82847795606793
Erg28,84.027,,5059.0,78.81289920548372
FERM_N,83.8300328947369,177.3395405940205,5058.0,78.7973204548995
LBR_tudor,83.748,0.0,5057.0,78.78174170431531
zf-U1,83.63059999999999,44.6537416438981,5056.0,78.76616295373111
DBD_Tnp_Mut,83.52630769230767,73.98876251993116,5055.0,78.7505842031469
Vps23_core,83.414,0.0,5054.0,78.7350054525627
Creatinase_N,83.33175000000001,34.039164698287514,5053.0,78.7194267019785
Peptidase_M24_C,83.33175,36.7665,5052.0,78.7038479513943
NOGCT,83.328,0.0,5050.0,78.67269045022589
NOG1,83.328,0.0,5050.0,78.67269045022589
NOG1_N,83.328,0.0,5050.0,78.67269045022589
5_nucleotid_C,83.279,0.0,5048.0,78.64153294905748
RQC,83.26745454545454,53.991615057087586,5047.0,78.62595419847328
DAO,83.1949230769231,52.65938412116347,5046.0,78.61037544788908
PRKG1_interact,83.18099999999995,35.80565136725393,5045.0,78.59479669730487
Prion_bPrPp,83.082,0.0,5044.0,78.57921794672068
Somatostatin,82.837,115.93864205690872,5043.0,78.56363919613646
Synaptobrevin,82.69358620689657,80.74479888712747,5042.0,78.54806044555225
Hrs_helical,82.656,0.0,5041.0,78.53248169496806
MARVEL,82.53019444444442,78.63201215407295,5040.0,78.51690294438386
Peptidase_S9_N,82.402,25.59577233841558,5039.0,78.50132419379965
Flot,82.394,0.1529999999999998,5038.0,78.48574544321545
EGF,82.39083134684117,418.14695145965555,5037.0,78.47016669263125
TIMP,82.14844444444445,31.172700785748063,5036.0,78.45458794204704
DUF5331,82.146,0.0,5035.0,78.43900919146284
TPP_enzyme_N,82.1439,31.840936032618973,5033.5,78.41564106558654
TPP_enzyme_C,82.1439,31.840936032618973,5033.5,78.41564106558654
FerA,82.12466666666667,33.60063096629784,5032.0,78.39227293971022
ASL_C2,82.051,0.0,5031.0,78.37669418912603
Ribul_P_3_epim,81.93899999999998,0.0,5030.0,78.36111543854183
Pirin_C,81.667,,5028.5,78.33774731266551
Pirin,81.667,,5028.5,78.33774731266551
Vta1_C,81.445,55.40213669164755,5027.0,78.31437918678922
NIF3,81.431,0.0,5026.0,78.29880043620501
UTP15_C,81.362,0.0,5025.0,78.2832216856208
MACPF,81.33777777777777,96.28063682342459,5024.0,78.2676429350366
dNK,80.97522222222226,43.87630620352355,5023.0,78.25206418445241
Seryl_tRNA_N,80.97500000000001,71.35806891445424,5022.0,78.2364854338682
Tropomodulin,80.8859375,65.74815752903271,5021.0,78.220906683284
Glycohydro_20b2,80.80942857142857,24.785369492487316,5020.0,78.2053279326998
U-box,80.74263157894733,92.00420192892793,5019.0,78.18974918211559
ATG8,80.56805263157896,54.469877988229705,5018.0,78.1741704315314
ATP_Ca_trans_C,80.26344444444445,39.73490027391258,5017.0,78.15859168094718
Cob_adeno_trans,80.237,0.0,5016.0,78.14301293036297
G6B,80.065,0.0,5015.0,78.12743417977877
PMM,80.00763636363637,28.88393566767773,5014.0,78.11185542919458
IGFBP,79.92665789473682,92.963543050496,5013.0,78.09627667861038
Fibrillin_U_N,79.85977777777777,76.93339582030968,5012.0,78.08069792802617
Cmc1,79.77442857142857,10.442618730585773,5011.0,78.06511917744197
SRP72,79.753,0.0,5010.0,78.04954042685776
Tom37,79.6925,29.519780857926435,5009.0,78.03396167627355
DALR,79.51733333333334,82.57240881644425,5008.0,78.01838292568935
Rad50_zn_hook,79.493,0.0,5006.5,77.99501479981305
SbcCD_C,79.493,0.0,5006.5,77.99501479981305
M16C_assoc,79.491,0.0,5005.0,77.97164667393675
Uteroglobin,79.38900000000002,110.58648647517055,5004.0,77.95606792335255
DUF5569,79.3815,105.33416165945405,5003.0,77.94048917276834
SE,79.379,0.0,5002.0,77.92491042218414
dsrm,79.37355900621125,98.2618520005249,5001.0,77.90933167159993
zf-C6H2,79.323,0.0,5000.0,77.89375292101573
Mo25,79.25685714285714,26.50690983139158,4999.0,77.87817417043152
DFRP_C,79.256,22.18802830356947,4998.0,77.86259541984732
Ribosomal_L19,79.233,0.0,4997.0,77.84701666926313
Phospholip_A2,79.2202,182.22677847404475,4996.0,77.83143791867892
UPF0160,79.203,0.0,4995.0,77.81585916809472
E3_UFM1_ligase,79.042,,4994.0,77.80028041751052
ITAM,79.01625,68.97751164773659,4993.0,77.78470166692631
NMT_C,78.885,45.17447775016331,4991.5,77.76133354105
NMT,78.885,45.17447775016331,4991.5,77.76133354105
Alpha_adaptinC2,78.72543548387108,53.1557884442994,4990.0,77.7379654151737
TPMT,78.712,,4989.0,77.7223866645895
Trefoil,78.61312499999998,89.79590224567116,4988.0,77.7068079140053
Sacchrp_dh_NADP,78.584,32.91,4986.5,77.68343978812898
Sacchrp_dh_C,78.584,32.91,4986.5,77.68343978812898
OMPdecase,78.51,0.0,4985.0,77.66007166225268
Phostensin,78.497,23.171999999999997,4984.0,77.64449291166848
F420_oxidored,78.48773333333331,51.06630993733628,4983.0,77.62891416108427
TFIIF_beta,78.478,,4981.5,77.60554603520798
TFIIF_beta_N,78.478,,4981.5,77.60554603520798
TspO_MBR,78.37325,34.7995,4980.0,77.58217790933166
Helicase_C,78.12149885583523,136.8818940897058,4979.0,77.56659915874747
Pribosyltran_N,78.01182142857144,31.892664282574536,4977.5,77.54323103287116
Pribosyl_synth,78.01182142857144,31.892664282574536,4977.5,77.54323103287116
Leuk-A4-hydro_C,77.98706666666666,96.04095670335255,4976.0,77.51986290699485
MAP2_projctn,77.952,0.0,4975.0,77.50428415641065
SUZ-C,77.67436363636362,48.87054364394309,4974.0,77.48870540582645
Transcrip_reg,77.651,,4973.0,77.47312665524224
Cation_ATPase,77.62428395061721,113.6271353396972,4972.0,77.45754790465804
SRP_SPB,77.563,0.0,4971.0,77.44196915407385
FXR_C3,77.444,0.0,4970.0,77.42639040348963
Hist_rich_Ca-bd,77.41800000000006,0.0,4969.0,77.41081165290544
Spectrin,77.39299581590085,158.92338750473144,4968.0,77.39523290232123
CI-B14_5a,77.272,0.0,4967.0,77.37965415173703
NAAA-beta,77.13433333333332,70.64410067844778,4966.0,77.36407540115282
DUF4726,76.934,,4965.0,77.34849665056862
NDUF_B8,76.884,8.671957564471825,4964.0,77.33291789998442
Gastrin,76.80266666666667,43.42828724844366,4963.0,77.31733914940021
Glutaminase,76.71514285714285,57.160971142712604,4962.0,77.30176039881601
Mito_carr,76.7005924170618,125.35324401122423,4961.0,77.28618164823182
MRP-63,76.57,,4960.0,77.2706028976476
Ribosomal_L50,76.289,,4959.0,77.2550241470634
Exo_endo_phos,76.16832291666658,122.3624318183266,4958.0,77.2394453964792
CSN7a_helixI,76.15773684210524,9.453246548979317,4957.0,77.22386664589499
FERM_M,76.01299061032864,161.59151504105674,4956.0,77.20828789531079
STAT_int,75.91257142857148,56.68730678197083,4954.5,77.18491976943449
STAT_bind,75.91257142857148,56.68730678197083,4954.5,77.18491976943449
TTC5_OB,75.708,0.0,4953.0,77.16155164355818
NAGLU_C,75.682,0.0,4951.0,77.13039414238978
NAGLU,75.682,0.0,4951.0,77.13039414238978
NAGLU_N,75.682,0.0,4951.0,77.13039414238978
Oxidored_q5_N,75.635,,4949.0,77.09923664122137
Leu_zip,75.31,0.0,4948.0,77.08365789063717
Cadherin_pro,75.28373076923074,51.84236349593462,4947.0,77.06807914005296
FXR_C1,75.2694,4.584459333201441,4946.0,77.05250038946876
NADH_oxidored,75.239,,4945.0,77.03692163888456
VKOR,75.0085,10.18008397149388,4944.0,77.02134288830035
SQHop_cyclase_C,74.952,0.0,4942.5,76.99797476242405
SQHop_cyclase_N,74.952,0.0,4942.5,76.99797476242405
LAIKA,74.95144999999998,23.97993798217475,4940.0,76.95902788596354
